Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude
2020-12-04,2020,Stamford,165 SEASIDE AVENUE #2,309550.0,405000.0,0.7643,Residential,Condo,Unknown,Unknown
2021-08-06,2020,Stamford,3 DEAN STREET #B-2,90520.0,178000.0,0.5085,Residential,Condo,Unknown,Unknown
2021-01-11,2020,Stonington,26 GARDEN ST,120500.0,224000.0,0.5379,Residential,Single Family,Unknown,Unknown
2021-03-02,2020,Stonington,HEWITT RD,68900.0,148600.0,0.4636,Vacant Land,Unknown,Unknown,Unknown
2021-04-01,2020,Stratford,30 BAXTER STREET,189840.0,339000.0,0.56,Residential,Single Family,Unknown,Unknown
2021-06-15,2020,Stratford,53 ASHWOOD TERRACE,295540.0,575000.0,0.5139,Residential,Single Family,Unknown,Unknown
2021-09-22,2020,Stratford,50 MEADOWLARK LANE,180670.0,385000.0,0.4692,Residential,Single Family,Unknown,Unknown
2021-03-15,2020,Suffield,11 HIDDEN WAY,60060.0,125000.0,0.4804,Vacant Land,Unknown,Unknown,Unknown
2021-03-18,2020,Suffield,550 N MAIN ST,192640.0,350000.0,0.5504,Residential,Single Family,Unknown,Unknown
2021-06-15,2020,Suffield,37 GOOSEBERRY DR,245350.0,399718.0,0.6138,Residential,Condo,Unknown,Unknown
2020-10-14,2020,Suffield,1190 NEWGATE RD,188930.0,340000.0,0.5556,Residential,Single Family,Unknown,Unknown
2021-08-02,2020,Thomaston,4 ELLEN LN,202090.0,390000.0,0.5181,Residential,Single Family,Unknown,Unknown
2020-12-14,2020,Thomaston,3 BRADLEY WAY,133210.0,289900.0,0.4595,Residential,Condo,Unknown,Unknown
2020-10-29,2020,Thompson,84 MAIN ST,112900.0,180000.0,0.6272,Commercial,Unknown,Unknown,Unknown
2021-05-10,2020,Tolland,33 FOREST LANE,85400.0,120000.0,0.7116,Vacant Land,Unknown,Unknown,Unknown
2020-12-20,2020,Tolland,H2 TOLLAND MEADOWS,55200.0,90000.0,0.6133,Residential,Condo,Unknown,Unknown
2020-10-22,2020,Torrington,17 CANTERBURY CT,109360.0,194000.0,0.5637,Residential,Single Family,Unknown,Unknown
2020-12-03,2020,Torrington,343 AETNA AVE,103780.0,125000.0,0.8302,Residential,Single Family,Unknown,Unknown
2020-12-21,2020,Torrington,54 IOWA ST,86880.0,90000.0,0.9653,Residential,Two Family,Unknown,Unknown
2021-02-22,2020,Trumbull,8 SPINNING WHEEL RD,323890.0,585000.0,0.5536,Residential,Single Family,Unknown,Unknown
2021-05-04,2020,Trumbull,36 FARMSTEAD LN,414960.0,720000.0,0.5763,Residential,Single Family,Unknown,Unknown
2021-08-09,2020,Trumbull,191 TELLER RD,247520.0,485000.0,0.5103,Residential,Single Family,Unknown,Unknown
2021-09-02,2020,Trumbull,46 REGENCY CIR,301980.0,550000.0,0.549,Residential,Condo,Unknown,Unknown
2020-10-26,2020,Trumbull,103 CIDER MILL LANE,215270.0,425000.0,0.5065,Residential,Condo,Unknown,Unknown
2021-05-04,2020,Vernon,100 HILLSIDE AVENUE,122330.0,220000.0,0.556,Residential,Single Family,Unknown,Unknown
2021-06-16,2020,Vernon,206 TALCOTTVILLE RD,527100.0,1370000.0,0.3847,Commercial,Unknown,Unknown,Unknown
2021-07-19,2020,Vernon,70-343 OLD TOWN RD,100780.0,170000.0,0.5928,Residential,Condo,Unknown,Unknown
2021-09-08,2020,Vernon,21 EAST ST,119440.0,192150.0,0.6215,Residential,Single Family,Unknown,Unknown
2020-12-01,2020,Vernon,53 HANY LN,156130.0,230000.0,0.6788,Residential,Single Family,Unknown,Unknown
2020-11-02,2020,Washington,66 CALHOUN ST,593410.0,1275000.0,0.4654,Residential,Single Family,Unknown,Unknown
2021-01-06,2020,Waterbury,985 BANK ST,355910.0,919975.0,0.3868,Apartments,Unknown,Unknown,Unknown
2021-03-17,2020,Waterbury,20 MORTON RD,82370.0,145000.0,0.568,Residential,Single Family,Unknown,Unknown
2021-04-20,2020,Waterbury,76 OAK ST,33280.0,160000.0,0.208,Residential,Three Family,Unknown,Unknown
2021-05-10,2020,Waterbury,35 EDSON AVE,101000.0,298000.0,0.3389,Residential,Three Family,Unknown,Unknown
2021-09-01,2020,Waterbury,142 FAIRMOUNT ST,69180.0,110000.0,0.6289,Residential,Single Family,Unknown,Unknown
2021-09-21,2020,Waterbury,199 PEARL LAKE RD,66850.0,200000.0,0.3342,Residential,Single Family,Unknown,Unknown
2021-09-29,2020,Waterbury,102 LEDGESIDE AVE,116910.0,275000.0,0.4251,Apartments,Unknown,Unknown,Unknown
2020-10-20,2020,Waterbury,50 BARRINGTON LANE,92120.0,195000.0,0.4724,Residential,Single Family,Unknown,Unknown
2020-11-17,2020,Waterbury,20 CHERYL DR,91270.0,101000.0,0.9036,Residential,Single Family,Unknown,Unknown
2021-06-18,2020,Waterford,4 DONNA ST,271240.0,710000.0,0.382,Residential,Single Family,Unknown,Unknown
2021-07-21,2020,Waterford,12 CENTER RD,169450.0,300000.0,0.5648,Residential,Single Family,Unknown,Unknown
2020-10-21,2020,Waterford,13 SPITHEAD ROAD,62240.0,81000.0,0.7683,Vacant Land,Unknown,Unknown,Unknown
2021-03-29,2020,Watertown,0 CARUSO DR,69500.0,165000.0,0.4212,Vacant Land,Unknown,Unknown,Unknown
2021-04-19,2020,Watertown,143 FALLS AVE,140600.0,269900.0,0.5209,Residential,Two Family,Unknown,Unknown
2021-05-26,2020,Watertown,15 COTTAGE PL,124900.0,230000.0,0.543,Residential,Two Family,Unknown,Unknown
2021-07-13,2020,Watertown,245 CHERRY AVE A24,51900.0,140000.0,0.3707,Residential,Condo,Unknown,Unknown
2021-08-13,2020,Watertown,84 EAST ST,126200.0,260000.0,0.4853,Residential,Single Family,Unknown,Unknown
2021-09-24,2020,Watertown,184 PLATT RD,343900.0,925000.0,0.3717,Residential,Single Family,Unknown,Unknown
2021-02-17,2020,Westbrook,66 BROOKWOOD DR,78590.0,115000.0,0.6833,Vacant Land,Unknown,Unknown,Unknown
2002-01-10,2001,Danbury,166 OLD BROOKFIELD RD,81100.0,180000.0,0.450555556,Unknown,Unknown,Unknown,Unknown
2002-08-16,2001,Guilford,6 LAUREL RDG,187530.0,386500.0,0.485200517,Unknown,Unknown,Unknown,Unknown
2021-01-12,2020,West Hartford,22 SANDHURST DRIVE,198520.0,319900.0,0.6205,Residential,Single Family,Unknown,Unknown
2021-03-12,2020,West Hartford,23 TIMBERWOOD ROAD,166670.0,305000.0,0.5464,Residential,Condo,Unknown,Unknown
2002-02-27,2001,Bethel,211 LEXINGTON BLVD,47600.0,109900.0,0.433121019,Unknown,Unknown,Unknown,Unknown
2021-07-06,2020,West Hartford,12 HARWICH LANE,179970.0,300000.0,0.5999,Residential,Condo,Unknown,Unknown
2002-06-18,2001,Hampton,741 POMFRET RD,60260.0,145500.0,0.414158076,Unknown,Unknown,Unknown,Unknown
2002-01-02,2001,Branford,28 SUNDANCE,42210.0,65900.0,0.640515933,Unknown,Unknown,Unknown,Unknown
2002-08-13,2001,West Hartford,95 BROOKMOOR RD,97780.0,219500.0,0.44546697,Unknown,Unknown,Unknown,Unknown
2020-11-03,2020,West Hartford,18 HUGH STREET,156870.0,245000.0,0.6402,Residential,Single Family,Unknown,Unknown
2020-12-18,2020,West Hartford,83 SOUTH STREET,511000.0,650000.0,0.7861,Commercial,Unknown,Unknown,Unknown
2002-01-31,2001,Berlin,1091-1101 FARMINGTON AVE,520380.0,40000.0,13.0095,Unknown,Unknown,Unknown,Unknown
2021-07-20,2020,Wethersfield,215 NOTT ST,144050.0,257500.0,0.5594,Residential,Single Family,Unknown,Unknown
2021-08-09,2020,Wethersfield,161 GARDEN ST,210480.0,426000.0,0.494,Residential,Single Family,Unknown,Unknown
2002-08-06,2001,Danbury,14 FIFTH ST,91900.0,247000.0,0.372064777,Unknown,Unknown,Unknown,Unknown
2002-07-29,2001,Canton,45 WESTWOOD DR,56780.0,126000.0,0.450634921,Unknown,Unknown,Unknown,Unknown
2020-11-10,2020,Wethersfield,20 FLETCHER RD,126960.0,240000.0,0.529,Residential,Single Family,Unknown,Unknown
2021-01-04,2020,Willington,8 BALAZS RD,65770.0,125000.0,0.5261,Vacant Land,Unknown,Unknown,Unknown
2002-03-07,2001,Madison,167 FIVE FIELD RD,196200.0,435000.0,0.451034483,Unknown,Unknown,Unknown,Unknown
2021-05-25,2020,Wilton,27 VILLAGE WALK,192710.0,301000.0,0.6402,Residential,Condo,Unknown,Unknown
2002-07-23,2001,Manchester,9 3 OAK FOREST DR,76500.0,139000.0,0.550359712,Unknown,Unknown,Unknown,Unknown
2020-11-02,2020,Wilton,72 GLEN VIEW,211890.0,334500.0,0.6334,Residential,Condo,Unknown,Unknown
2020-12-03,2020,Wilton,98 OLD BELDEN HILL RD,607250.0,830000.0,0.7316,Residential,Single Family,Unknown,Unknown
2021-05-03,2020,Winchester,24 ROYER STREET,100450.0,200000.0,0.5022,Residential,Two Family,Unknown,Unknown
2002-08-07,2001,Ashford,390 TURNPIKE RD,31170.0,264900.0,0.117667044,Unknown,Unknown,Unknown,Unknown
2021-04-21,2020,Windham,144 MAIN ST,100340.0,245000.0,0.4095,Commercial,Unknown,Unknown,Unknown
2021-06-18,2020,Windsor Locks,67 SUFFIELD ST,116410.0,261000.0,0.446,Residential,Single Family,Unknown,Unknown
2002-05-06,2001,Hartford,103 LEDGER ST,51170.0,134000.0,0.381865672,Unknown,Unknown,Unknown,Unknown
2020-10-09,2020,Windsor Locks,7 DIBBLE HOLLOW,130550.0,198400.0,0.658,Residential,Condo,Unknown,Unknown
2021-09-16,2020,Wolcott,11 ELRAE DR,228480.0,368500.0,0.62,Residential,Single Family,Unknown,Unknown
2001-10-19,2001,Killingly,94 STONE RD,17630.0,26000.0,0.678076923,Unknown,Unknown,Unknown,Unknown
2002-07-07,2001,Hartford,73-75 JAMES ST,80290.0,145750.0,0.550874786,Unknown,Unknown,Unknown,Unknown
2002-07-03,2001,Avon,527 NEW RD,94520.0,199000.0,0.474974874,Unknown,Unknown,Unknown,Unknown
2021-08-12,2020,Woodbridge,907 BALDWIN RD,343140.0,600000.0,0.5719,Residential,Single Family,Unknown,Unknown
2002-02-21,2001,Danbury,45 POCONO LN 8,182200.0,334000.0,0.545508982,Unknown,Unknown,Unknown,Unknown
2021-02-08,2020,Woodstock,6 FAWN RIDGE,54700.0,125000.0,0.4376,Residential,Condo,Unknown,Unknown
2002-03-27,2001,Hartford,46-48 DEERFIELD AVE,58030.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
2021-06-02,2020,Enfield,23 COTTAGE RD,155200.0,229900.0,0.675,Residential,Single Family,-72.53819,42.02104
2021-08-12,2020,Bethel,75 ROCKWELL ROAD,252140.0,483000.0,0.522,Residential,Single Family,-73.3837,41.38988
2021-03-09,2020,Danbury,10 BOUGHTON ST,246700.0,399000.0,0.6182,Residential,Three Family,Unknown,Unknown
2021-07-12,2020,Mansfield,156 HILLYNDALE RD,169400.0,345000.0,0.491,Residential,Single Family,Unknown,Unknown
2021-04-27,2020,Avon,24 KING RICHARDS COURT,469820.0,672050.0,0.699,Residential,Single Family,Unknown,Unknown
2021-01-26,2020,Enfield,15 SALERNO DR,233660.0,410000.0,0.5699,Residential,Single Family,Unknown,Unknown
2021-02-04,2020,Hartford,135 FRANKLIN AVE & 34 STANDISH,229950.0,550000.0,0.418090909,Commercial,Unknown,Unknown,Unknown
2021-08-23,2020,Glastonbury,102 CHATHAM HILL RD,476500.0,767500.0,0.6208,Residential,Single Family,Unknown,Unknown
2021-09-17,2020,Groton,30 SUNNYSIDE PARK,112840.0,265000.0,0.4258,Residential,Single Family,-72.05687,41.35153
2021-07-20,2020,Greenwich,14 RIVERVIEW COURT,620480.0,965000.0,0.6429,Residential,Single Family,Unknown,Unknown
2021-09-14,2020,Avon,15 COTTONWOOD DRIVE,96550.0,184900.0,0.5221,Residential,Condo,-72.87917,41.77202
2021-01-08,2020,Ansonia,145 PULASKI HWY,136100.0,269000.0,0.5059,Residential,Single Family,-73.04455,41.33126
2021-04-06,2020,East Granby,8 MILLER ROAD,116900.0,215000.0,0.5437,Residential,Single Family,Unknown,Unknown
2021-06-02,2020,Glastonbury,112 ABBEY RD,343800.0,612500.0,0.5613,Residential,Single Family,Unknown,Unknown
2021-07-30,2020,Litchfield,104 MEADOW ST,122270.0,267500.0,0.457,Residential,Single Family,-73.19105,41.74378
2020-11-04,2020,Lyme,23 HONEY HILL LANE,227149.0,530000.0,0.4285,Residential,Single Family,Unknown,Unknown
2021-06-14,2020,Franklin,189 KAHN RD,225990.0,380000.0,0.5947,Residential,Single Family,-72.18625,41.59577
2020-10-08,2020,Brookfield,35 INDIAN TRAIL,315430.0,660000.0,0.4779,Residential,Single Family,Unknown,Unknown
2021-05-12,2020,Burlington,33 FAWN HILL DR,238350.0,330000.0,0.7222,Residential,Single Family,Unknown,Unknown
2020-12-01,2020,Colebrook,47 FLAGG HILL ROAD,203700.0,178000.0,1.1443,Residential,Single Family,Unknown,Unknown
2021-07-07,2020,Brookfield,30 GREAT HERON LN,327010.0,467000.0,0.7002,Residential,Condo,-73.41341,41.49007
2021-08-26,2020,Griswold,17-19 SCHOOL RD,108430.0,150000.0,0.722866667,Residential,Two Family,Unknown,Unknown
2021-02-19,2020,Guilford,14 HAZEL RD,163820.0,301473.0,0.5433,Residential,Single Family,-72.68639,41.32941
2021-08-25,2020,Essex,36 SAYBROOK RD,248400.0,462500.0,0.537,Residential,Single Family,Unknown,Unknown
2020-12-24,2020,Danbury,15 SCUPPO RD 1503,130800.0,260000.0,0.503,Residential,Condo,Unknown,Unknown
2021-07-23,2020,Manchester,36I MARJORIE LANE,106500.0,204000.0,0.522,Residential,Condo,Unknown,Unknown
2021-02-02,2020,East Lyme,56 CARRIAGE HILL RD,146860.0,272500.0,0.5389,Residential,Single Family,-72.22088,41.32678
2021-08-19,2020,Hartford,20 GIDDINGS ST,114954.0,360000.0,0.3193,Residential,Two Family,Unknown,Unknown
2021-04-30,2020,Greenwich,19 PINTAIL LANE,1481130.0,2545000.0,0.581976424,Residential,Single Family,-73.61643,41.03323
2021-08-30,2020,Bethel,7 DRUID LANE,54929.0,589294.0,0.093211538,Residential,Condo,-73.57967,41.03446
2021-05-25,2020,Cromwell,11 BRITTANY CIRCLE,214690.0,355000.0,0.6047,Residential,Single Family,-72.65784,41.61029
2021-04-26,2020,Bozrah,BRUSH HILL RD,41650.0,99000.0,0.4207,Vacant Land,Unknown,Unknown,Unknown
2021-01-20,2020,East Windsor,ELLSWORTH RD,10460.0,149900.0,0.0697,Vacant Land,Unknown,Unknown,Unknown
2021-02-23,2020,Danbury,60 PADANARAM RD D23,126400.0,231400.0,0.5462,Residential,Condo,-73.46193,41.41661
2020-12-14,2020,Brookfield,14 BRISTOL PATH UNIT #14,141730.0,215000.0,0.659209302,Residential,Condo,-73.39126,41.46692
2021-02-23,2020,Guilford,173 MIDDLE RD,162820.0,285000.0,0.5712,Residential,Single Family,Unknown,Unknown
2021-01-13,2020,Berlin,147 WOODHAVEN DRIVE,174600.0,339000.0,0.515,Residential,Single Family,Unknown,Unknown
2020-12-28,2020,Manchester,42 LONGVIEW DRIVE,256300.0,470000.0,0.5453,Residential,Single Family,Unknown,Unknown
2021-01-08,2020,Manchester,1076 TOLLAND TURNPIKE,116100.0,338376.0,0.3431,Commercial,Unknown,Unknown,Unknown
2020-11-05,2020,Berlin,18 WINDING MEADOW DRIVE,194200.0,299900.0,0.6475,Residential,Single Family,Unknown,Unknown
2021-09-10,2020,Farmington,75 PINNACLE RD,323480.0,650000.0,0.4976,Residential,Single Family,-72.83851,41.70204
2021-08-24,2020,Hartford,21 ELLIOTT ST,76918.0,280000.0,0.274707143,Residential,Three Family,-72.67447,41.74625
2021-03-18,2020,Brookfield,162 LONG MEADOW HILL RD,237840.0,375000.0,0.6342,Residential,Single Family,-73.40103,41.5027
2021-08-19,2020,Brookfield,10 MEADOW DR,223440.0,450000.0,0.4965,Residential,Single Family,Unknown,Unknown
2021-01-25,2020,Darien,159 MIDDLESEX ROAD,693980.0,940000.0,0.7382,Residential,Single Family,-73.49851,41.07618
2020-10-15,2020,Bloomfield,95 SPRINGWOOD LN,206640.0,285000.0,0.725,Residential,Single Family,Unknown,Unknown
2020-11-25,2020,Colchester,308 WESTCHESTER RD,133900.0,315000.0,0.425,Residential,Single Family,Unknown,Unknown
2021-02-04,2020,Goshen,36 SANDY BEACH ROAD,211730.0,290000.0,0.730103448,Residential,Single Family,Unknown,Unknown
2020-12-31,2020,Enfield,61 CANDLEWOOD,94270.0,165900.0,0.5682,Residential,Single Family,-72.55155,42.01004
2021-01-20,2020,Groton,28 TAUTOG ST,521430.0,903500.0,0.5771,Residential,Single Family,-72.00969,41.30987
2020-11-02,2020,Madison,30 EVARTS LN,392900.0,629000.0,0.6246,Residential,Condo,-72.59065,41.2798
2021-02-22,2020,Darien,31 PATRICIA LANE,646450.0,1180000.0,0.5478,Residential,Single Family,-73.49067,41.0614
2021-07-15,2020,Danbury,55 MILL PLAIN RD 31-1,106300.0,236900.0,0.4487,Residential,Condo,Unknown,Unknown
2021-05-24,2020,Bloomfield,92 ADAMS ROAD,170520.0,300000.0,0.5684,Residential,Single Family,-72.74241,41.87381
2021-09-24,2020,Hartford,107 HENRY ST,110911.0,325000.0,0.3412,Residential,Three Family,Unknown,Unknown
2021-05-06,2020,East Lyme,14 RIVER RD,334600.0,260000.0,1.2869,Residential,Single Family,-72.19511,41.36834
2021-09-24,2020,Farmington,125 BIRDSEYE RD,155270.0,315000.0,0.4929,Residential,Single Family,Unknown,Unknown
2021-03-23,2020,Madison,389 COUNTY RD,218500.0,200000.0,1.0925,Residential,Single Family,-72.65238,41.40895
2021-07-06,2020,Manchester,41 STEELE FARM DRIVE,292500.0,530000.0,0.5518,Residential,Single Family,Unknown,Unknown
2021-04-22,2020,Canton,61 SECRET LAKE ROAD,167910.0,280000.0,0.5996,Residential,Single Family,-72.8789,41.81652
2020-10-01,2020,Bridgeport,116 BASSICK AVE,76090.0,148700.0,0.5117,Residential,Single Family,-73.21096,41.17154
2020-12-08,2020,East Granby,96 KIMBERLY ROAD,187800.0,255000.0,0.736470588,Residential,Single Family,-72.75829,41.95346
2020-10-15,2020,Bristol,161 GRIDLEY ST,75530.0,90600.0,0.8336,Residential,Single Family,-72.95425,41.66752
2021-07-29,2020,Farmington,44 GARDEN ST UNIT 9,86790.0,192000.0,0.452,Residential,Condo,Unknown,Unknown
2021-04-12,2020,Guilford,2160 DURHAM RD,267710.0,300000.0,0.892366667,Residential,Single Family,Unknown,Unknown
2021-09-03,2020,Berlin,639 HIGH RD,182300.0,322500.0,0.5652,Residential,Single Family,-72.78772,41.63066
2021-07-30,2020,Mansfield,4 FEDERAL SQ,148400.0,249900.0,0.5938,Residential,Condo,Unknown,Unknown
2021-03-15,2020,Danbury,136 PEMBROKE RD 6-48,119200.0,175000.0,0.6811,Residential,Condo,-73.47537,41.45338
2021-04-06,2020,Madison,612 DURHAM RD,203700.0,400000.0,0.5092,Residential,Single Family,-72.60892,41.32021
2021-03-26,2020,Glastonbury,40 SUMMERSWEET DR,99500.0,168000.0,0.5922,Residential,Condo,-72.58729,41.72406
2021-07-01,2020,Berlin,216 WATCH HILL RD,412000.0,677500.0,0.6081,Residential,Single Family,Unknown,Unknown
2021-05-26,2020,Groton,150 ANCHORAGE CIR,343420.0,798000.0,0.4303,Residential,Single Family,Unknown,Unknown
2020-11-18,2020,Greenwich,15 PALMGER STREET UN10,385000.0,610000.0,0.6311,Residential,Condo,-73.59409,41.04514
2020-10-02,2020,Bristol,140 FERN HILL RD,138670.0,275000.0,0.5042,Residential,Single Family,-72.94104,41.69381
2021-08-10,2020,Bethlehem,39 WOODLAND RD,168900.0,352000.0,0.4798,Residential,Single Family,-73.18197,41.64672
2021-06-07,2020,Hartford,19 WHITMORE ST,145530.0,373500.0,0.3896,Apartments,Unknown,Unknown,Unknown
2021-06-09,2020,Danbury,11 & 13 TAAGAN POINT RD,316400.0,350000.0,0.904,Residential,Single Family,-73.44583,41.43287
2020-10-30,2020,Farmington,23 JEFFREY DR,160020.0,250000.0,0.64,Residential,Single Family,-72.81088,41.70596
2021-09-09,2020,Danbury,77 TOPSTONE DR,161000.0,360000.0,0.4472,Residential,Single Family,-73.42103,41.39532
2021-07-26,2020,Avon,16 PINE HILL ROAD,503430.0,1030900.0,0.4883,Residential,Single Family,Unknown,Unknown
2020-11-05,2020,Colebrook,124 STILLMAN HILL ROAD,116600.0,243000.0,0.4798,Residential,Single Family,Unknown,Unknown
2021-06-24,2020,Mansfield,10 FORT GRISWOLD,197100.0,227853.0,0.865,Residential,Condo,Unknown,Unknown
2021-01-05,2020,Litchfield,43 NORFOLK RD,163640.0,75000.0,2.1818,Residential,Single Family,-73.19135,41.75989
2021-06-15,2020,Glastonbury,51 CONESTOGA WAY,114400.0,262000.0,0.4366,Residential,Condo,-72.57476,41.69524
2021-08-05,2020,Greenwich,106 LOCKWOOD ROAD,2296000.0,3762500.0,0.6102,Residential,Single Family,-73.5788,41.03742
2021-07-12,2020,Glastonbury,25 HALE RD,160500.0,300000.0,0.535,Residential,Single Family,-72.57235,41.69738
2021-05-28,2020,Farmington,1 PARTRIDGE LA,183360.0,311000.0,0.5895,Residential,Condo,-72.88917,41.70118
2021-09-21,2020,Madison,9 HILLTOP DR,363800.0,415000.0,0.8766,Residential,Single Family,Unknown,Unknown
2021-06-03,2020,Danbury,55 FOREST AV,136900.0,150000.0,0.9126,Residential,Single Family,Unknown,Unknown
2021-06-17,2020,Manchester,11 CHARIS ROAD,100500.0,182500.0,0.5506,Residential,Single Family,-72.51198,41.80849
2021-06-17,2020,Greenwich,14 COS COB AVENUE,567770.0,1490000.0,0.381,Residential,Three Family,Unknown,Unknown
2021-02-22,2020,Bristol,188 BROOK ST,106680.0,165000.0,0.6465,Residential,Single Family,-72.90799,41.68328
2021-03-23,2020,Greenwich,31 SCOTT LANE,959910.0,1115000.0,0.8609,Residential,Single Family,-73.63762,41.13994
2021-06-30,2020,Coventry,280 ROOT RD,92600.0,285000.0,0.324912281,Residential,Single Family,Unknown,Unknown
2021-05-14,2020,Greenwich,210 WEST LYON FARM DRIVE,918120.0,1400000.0,0.6558,Residential,Condo,-73.65442,41.02708
2021-04-20,2020,East Lyme,35A SCOTT RD,206990.0,421000.0,0.4916,Residential,Single Family,Unknown,Unknown
2021-07-19,2020,Manchester,32 HIGHLAND STREET,94900.0,162000.0,0.5858,Residential,Single Family,-72.50296,41.76474
2020-12-21,2020,Bristol,172-174 GREENE ST,84980.0,114547.0,0.7418,Residential,Two Family,-72.95558,41.6687
2021-09-28,2020,Manchester,34 COOLIDGE STREET,88400.0,184900.0,0.478,Residential,Single Family,-72.54593,41.77194
2021-08-23,2020,Guilford,71 HIGHWOODS DR,265160.0,466000.0,0.569,Residential,Single Family,-72.70499,41.31527
2021-09-07,2020,Bristol,268 DIVINITY ST UN 14 AKA 2-6,61460.0,125000.0,0.4916,Residential,Condo,-72.95913,41.67051
2020-12-30,2020,Bethany,3 FAIRWOOD RD,290610.0,445000.0,0.653,Residential,Single Family,-73.0074,41.42331
2021-03-23,2020,Greenwich,2 WIDGEON WAY,1242500.0,1875000.0,0.6626,Residential,Single Family,-73.6148,41.0362
2020-11-20,2020,Brookfield,12 BROOKFIELD MEADOWS,187170.0,345000.0,0.5425,Residential,Single Family,Unknown,Unknown
2021-05-04,2020,East Hartford,90 PARK AVE,73340.0,180000.0,0.407444444,Residential,Single Family,-72.63197,41.77971
2021-02-02,2020,Berlin,48 CORNWALL ROAD,180200.0,296000.0,0.6087,Residential,Single Family,-72.79196,41.64571
2021-03-12,2020,Essex,30 RIVER ROAD DR,428000.0,1080000.0,0.396296296,Residential,Single Family,Unknown,Unknown
2021-02-11,2020,Derby,54-56 LAKEVIEW TERR,146580.0,315000.0,0.4653,Residential,Two Family,-73.10932,41.33305
2020-10-27,2020,East Lyme,38 HOPE ST  #4,149450.0,249900.0,0.598,Residential,Condo,-72.19557,41.32434
2020-12-15,2020,Berlin,233 LINCOLN STREET,142700.0,259000.0,0.5509,Residential,Single Family,Unknown,Unknown
2020-10-13,2020,Lebanon,88 LAKESIDE DR,175540.0,250000.0,0.7021,Residential,Single Family,-72.23248,41.55462
2021-03-15,2020,Enfield,72 WYNWOOD DR,91680.0,160000.0,0.573,Residential,Condo,-72.56823,41.94712
2021-06-04,2020,Manchester,7 LINCOLN STREET,84200.0,150000.0,0.5613,Residential,Single Family,Unknown,Unknown
